name,stars,language,description,url,created_at
xai-org/grok-build,16548,Rust,"SpaceXAI's coding agent harness and TUI. Fullscreen, mouse interactive, extensible.",https://github.com/xai-org/grok-build,2026-07-14T20:04:23Z
Fei-Away/Codex-Dream-Skin,8708,JavaScript,Codex Dream Skin,https://github.com/Fei-Away/Codex-Dream-Skin,2026-07-15T12:34:51Z
pixel-point/aval,1164,TypeScript,"A new open-source format for interactive video on the web, with a built-in state machine, frame-accu",https://github.com/pixel-point/aval,2026-07-13T07:42:51Z
littledivy/mimic,1149,Python,"Intercept any app, then call it from Python like a library",https://github.com/littledivy/mimic,2026-07-13T05:13:00Z
CluvexStudio/Aether,1144,Rust,No description,https://github.com/CluvexStudio/Aether,2026-07-14T14:20:44Z
x4gKing/Marzban-Panel,914,Dockerfile,No description,https://github.com/x4gKing/Marzban-Panel,2026-07-12T22:22:09Z
tandpfun/wardrobe,902,JavaScript,"Your clothes, extracted and organized with gpt-image.",https://github.com/tandpfun/wardrobe,2026-07-16T06:17:00Z
mereyabdenbekuly-ctrl/clodex-ide,833,TypeScript,"Local-first, zero-trust agentic IDE for verifiable autonomous software development.",https://github.com/mereyabdenbekuly-ctrl/clodex-ide,2026-07-12T10:35:44Z
Kappaemme-git/codex-first-customer-finder-skill,789,Python,A Codex skill that finds evidence-backed potential first customers from recent public signals.,https://github.com/Kappaemme-git/codex-first-customer-finder-skill,2026-07-12T14:24:33Z
x4gKing/Marzban-Node,777,Dockerfile,No description,https://github.com/x4gKing/Marzban-Node,2026-07-12T22:22:51Z
