name,stars,language,description,url,created_at
firecrawl/anydoc,8601,Rust,"Convert Word, PowerPoint, Excel, OpenDocument, RTF, EPUB, CSV, and PDF to clean Markdown. Built in R",https://github.com/firecrawl/anydoc,2026-08-03T16:36:14Z
FareedKhan-dev/kimi-k3-in-c,2840,C,A 2.78-trillion-parameter Kimi K3 running inference on a single CPU in 8.24 GB of RAM. Portable C99:,https://github.com/FareedKhan-dev/kimi-k3-in-c,2026-08-01T09:29:38Z
imsai-sh/zhuzhiliao,2302,HTML,竹知了 —— 一转就哇哇叫的传统玩具，Web 模拟版。零依赖单文件，真实录音采样，移动端优先。,https://github.com/imsai-sh/zhuzhiliao,2026-08-01T17:20:54Z
thebuggeddev/anatomy,1870,TypeScript,An interactive 3D human anatomy explorer built using threejs with GPT 5.6 Sol,https://github.com/thebuggeddev/anatomy,2026-08-02T11:15:16Z
DannyMac180/sol-advisor,1708,Shell,Codex-native architect orchestration with Luna and Terra implementation lanes and mandatory fresh So,https://github.com/DannyMac180/sol-advisor,2026-08-01T13:56:43Z
KKKKhazix/human-writing,1612,Python,让 AI 写的中文读起来像一个具体的人在说话。通用创作与改稿 Skill，开箱即用。,https://github.com/KKKKhazix/human-writing,2026-08-05T01:19:41Z
Binaryify/open-kimi-ppt-skill,1393,Python,非官方 Kimi Slides Skill：让 AI Agent 生成可编辑 PPTD + PPTX，并附带本地浏览器编辑器 Unofficial Kimi Slides skill for AI a,https://github.com/Binaryify/open-kimi-ppt-skill,2026-08-05T07:30:56Z
Accio-org/RealReplicaBench,1036,HTML,"RealReplicaBench: Benchmarking Long-Horizon Agents in High-Fidelity, Stateful, and Reproducible Repl",https://github.com/Accio-org/RealReplicaBench,2026-08-02T05:38:38Z
ZzzLc0405/photo-abstract-editorial,1015,N/A,No description,https://github.com/ZzzLc0405/photo-abstract-editorial,2026-08-04T09:35:31Z
x4gKing/3x-ui-multi,877,JavaScript,No description,https://github.com/x4gKing/3x-ui-multi,2026-08-01T12:34:51Z
